pdbcode,resolution,year,pK,comment
5hu9,1.53,2016,7.62,(66K)
5ta4,1.50,2017,7.62,(838)
6g5l,1.21,2019,7.62,(EM5)
1c1r,1.37,2000,7.63,(BAI)
4avi,2.40,2012,7.63,(XNS)
4x5z,1.86,2015,7.63,(3XY)
1c1v,1.98,2000,7.64,(BAB)
1uvt,2.50,1997,7.64,(I48)
2hl4,1.55,2007,7.64,(BO1)
3d78,1.60,2009,7.64,(NBB)
3fat,1.90,2008,7.64,(AMQ)
3h89,2.50,2009,7.64,(NSX)
3hl7,1.88,2009,7.64,(I47)
3l0v,1.75,2010,7.64,(724)
3sjf,1.65,2011,7.64,(JRG)
4r73,1.60,2015,7.64,(G6P)
4rpo,1.95,2014,7.64,(T6C)
4ruz,1.63,2015,7.64,(3W8)
5el9,1.10,2016,7.64,(5DL)
5exn,1.49,2016,7.64,(5SU)
5u6j,2.30,2017,7.64,(82J)
966c,1.90,1999,7.64,(RS2)
5dex,2.40,2016,7.65,(5E0)
6pl1,2.03,2019,7.65,(OOJ)
1f0r,2.10,2000,7.66,(815)
1nny,2.40,2003,7.66,(515)
1ppk,1.80,1994,7.66,(IVV)
2cn0,1.30,2006,7.66,(F25)
2yme,2.40,2012,7.66,(CWB)
4b74,2.18,2012,7.66,(1LH)
4e5w,1.86,2012,7.66,(0NT)
4gq4,1.27,2012,7.66,(0RT)
4oeu,2.20,2014,7.66,(HIS)
4qev,1.80,2014,7.66,(31O)
5dfp,2.20,2016,7.66,(59U)
5edc,1.29,2016,7.66,(5M7)
5kz0,2.30,2016,7.66,(6YL)
5tcy,1.90,2017,7.66,(5LC)
6e1y,1.22,2019,7.66,(HLM)
6nw3,2.35,2019,7.66,(L4J)
6o5x,1.70,2019,7.66,(0Q4)
2bpv,1.90,1999,7.67,(1IN)
1o2q,1.50,2003,7.68,(991)
1t4v,2.00,2005,7.68,(14A)
1w0z,1.90,2008,7.68,(SI1)
2arm,1.23,2005,7.68,(OIN)
3f8c,2.20,2008,7.68,(HT1)
3miy,1.67,2010,7.68,(B49)
4cpz,2.20,2014,7.68,(ZMR)
4d7b,1.15,2016,7.68,(TCW)
4del,1.58,2013,7.68,(PGH)
4ygf,2.00,2015,7.68,(AZM)
5nkg,1.10,2017,7.68,(8ZK)
5wyz,2.30,2017,7.68,(7VF)
5yjm,1.90,2017,7.68,(8W3)
6b4u,1.95,2017,7.68,(CN7)
6hke,2.11,2018,7.68,(MLT)
5xsr,2.30,2018,7.69,(8EC)
1bai,2.40,1999,7.70,(0Q4)
1fzm,1.80,2001,7.70,(8-mer)
1gno,2.30,1996,7.70,(U0E)
1izh,1.90,2002,7.70,(Q50)
1mes,1.90,1998,7.70,(DMP)
1oau,1.80,2004,7.70,(SER-DNF)
1oz0,2.50,2003,7.70,(MS1)
1s39,1.95,2004,7.70,(AQO)
1uou,2.11,2004,7.70,(CMU)
2d1o,2.02,2006,7.70,(FA4)
2hmu,2.25,2006,7.70,(ATP)
2hmv,2.20,2006,7.70,(ADP)
2ves,1.90,2008,7.70,(GVR)
2zjw,2.40,2009,7.70,(REF)
3b7r,1.81,2008,7.70,(BIR)
3ewc,2.11,2009,7.70,(MCF)
3f3e,1.80,2008,7.70,(LEU)
3g0e,1.60,2009,7.70,(B49)
3i51,1.80,2010,7.70,(45C)
3p7i,1.71,2011,7.70,(P7I)
3th9,1.34,2011,7.70,(9Y9)
4acc,2.21,2012,7.70,(7YG)
4cpt,1.70,2014,7.70,(1T8)
4e7r,2.25,2012,7.70,(0NW)
4fsl,2.50,2012,7.70,(0VB)
4o09,1.96,2014,7.70,(2R6)
4tmk,1.98,1998,7.70,(T5A)
5l9g,1.75,2016,7.70,(MO0)
5sz5,1.27,2016,7.70,(72E)
6cn5,2.30,2018,7.70,(F7M)
6g6t,1.12,2019,7.70,(ENN)
6nwk,1.65,2019,7.70,(DEX)
3lk8,1.80,2010,7.71,(Z79)
4mmp,1.57,2014,7.71,(SLB)
1ajv,2.00,1997,7.72,(NMB)
1cnw,2.00,1995,7.72,(EG1)
1j4r,1.80,2001,7.72,(001)
1oif,2.12,2003,7.72,(IFM)
3el5,1.60,2009,7.72,(1UN)
3vjc,1.89,2012,7.72,(ZGA)
4a4w,2.00,2012,7.72,(YFB)
4egk,1.69,2012,7.72,(RDC)
5ia2,1.62,2016,7.72,(L66)
5nkc,1.45,2017,7.72,(90T)
5nki,1.68,2017,7.72,(8ZW)
5zg1,1.32,2019,7.72,(9C0)
6mj4,2.00,2019,7.72,(JTG)
6ugz,1.31,2019,7.72,(Q71)
3ljg,1.31,2010,7.73,(EEF)
5fdi,1.85,2016,7.73,(5WM)
5hbs,.89,2016,7.73,(RTL)
5nyh,1.65,2018,7.73,(9EK)
1f0s,2.10,2000,7.74,(PR2)
1j36,2.40,2003,7.74,(LPR)
1lee,1.90,2002,7.74,(R36)
1nfu,2.05,2003,7.74,(RRP)
1qbo,1.80,2000,7.74,(711)
1rd4,2.40,2004,7.74,(L08)
1sbg,2.30,1994,7.74,(IM1)
1txr,2.00,2004,7.74,(BES)
1usn,1.80,1998,7.74,(IN9)
2v59,2.40,2009,7.74,(LZK)
3b7u,1.90,2008,7.74,(KEL)
3nb5,1.80,2011,7.74,(R21)
3tvc,2.43,2012,7.74,(E3P)
4auj,1.53,2013,7.74,(HNW)
4i71,1.28,2013,7.74,(AGV)
4j22,2.12,2013,7.74,(AJ7)
4pp5,2.00,2014,7.74,(2W0)
5j2x,1.22,2017,7.74,(6DL)
6qas,1.75,2019,7.74,(34W)
4x50,2.00,2015,7.75,(3X8)
2ccc,1.70,2006,7.76,(LFN)
4hwp,1.81,2013,7.76,(X16)
4z2b,1.80,2015,7.76,(4LC)
6g35,1.55,2018,7.76,(EKK)
1xh9,1.64,2005,7.77,(R69)
2jh6,2.21,2007,7.77,(894)
2qm9,2.31,2007,7.77,(TDZ)
3cyw,1.40,2008,7.77,(017)
3dsz,2.00,2009,7.77,(LIZ)
3gm0,2.40,2009,7.77,(B41)
3mi2,1.20,2010,7.77,(PFU)
3tzm,1.70,2012,7.77,(085)
3uw4,1.79,2012,7.77,(4-mer)
4gzt,2.19,2012,7.77,(G39)
4lov,1.50,2014,7.77,(KGM)
4rj8,2.50,2014,7.77,(3QS)
4w9o,1.27,2014,7.77,(3JQ)
5cbm,2.30,2015,7.77,(4ZN)
5j6a,2.05,2017,7.77,(P46)
5j6n,1.90,2017,7.77,(6FF)
5j9x,1.80,2017,7.77,(6GC)
5mg2,1.75,2017,7.77,(7M8)
5neb,2.05,2017,7.77,(8VE)
6euw,1.00,2017,7.77,(BYB)
6ql2,1.30,2019,7.77,(EZL)
4kni,1.80,2013,7.78,(E1E)
4knn,1.40,2013,7.78,(E1F)
5n25,1.40,2017,7.78,(8HK)
5ueu,2.26,2017,7.78,(0S6)
2zwz,2.36,2009,7.79,(ZWZ)
6g36,1.46,2018,7.79,(EKH)
1u1b,2.00,2005,7.80,(PAX)
1v48,2.20,2004,7.80,(HA1)
1x8t,1.90,2005,7.80,(RC1)
2i19,2.28,2006,7.80,(1BY)
2ra0,2.30,2008,7.80,(JNJ)
2wl0,1.90,2009,7.80,(5AH)
3agl,2.10,2010,7.80,(A03)
3czv,2.00,2008,7.80,(AZM)
3qgy,2.10,2011,7.80,(L7O)
3ryj,1.39,2011,7.80,(RYJ)
4j3l,2.09,2013,7.80,(AJ5)
4n6z,2.20,2013,7.80,(2HW)
4pg9,2.40,2015,7.80,(9-mer)
4qem,1.20,2014,7.80,(HC4)
4qjw,1.55,2015,7.80,(WWO)
4w9p,1.50,2014,7.80,(3JR)
5hz6,1.14,2016,7.80,(65Y)
5i3v,1.62,2016,7.80,(68M)
5l7g,2.01,2016,7.80,(6QE)
5njz,1.77,2017,7.80,(8ZH)
6ej2,1.46,2018,7.80,(B7E)
6i8m,2.10,2019,7.80,(H7W)
6nfy,2.17,2019,7.80,(B49)
6nsv,1.31,2019,7.80,(6-mer)
4gr3,1.49,2013,7.81,(R45)
5eu1,1.60,2016,7.81,(5SW)
1b6h,1.80,1998,7.82,(3-mer)
1nf8,1.60,2003,7.82,(ISC)
1njs,1.98,2003,7.82,(KEU)
1nvs,1.80,2003,7.82,(UCM)
2cf9,1.79,2006,7.82,(348)
2j34,2.01,2006,7.82,(GS6)
2jg0,1.50,2007,7.82,(TTZ)
2o4n,2.00,2006,7.82,(TPV)
2ptz,1.65,2007,7.82,(PAH)
2xbx,1.85,2010,7.82,(RR8)
2xjg,2.25,2010,7.82,(XJG)
3gcp,2.25,2009,7.82,(SB2)
3n2p,1.65,2011,7.82,(AYX)
3prs,1.38,2011,7.82,(RIT)
3vx3,2.10,2013,7.82,(ADP)
4k0y,1.95,2013,7.82,(1OA)
4pp3,2.00,2014,7.82,(2VZ)
4qpd,2.10,2015,7.82,(THG)
4ybk,2.50,2016,7.82,(4B7)
5i29,1.21,2016,7.82,(67B)
6cks,1.72,2018,7.82,(F5Y)
6g2m,1.37,2018,7.82,(O84)
4gr8,1.30,2013,7.83,(R4C)
3cd7,2.05,2008,7.84,(882)
3ibl,1.55,2009,7.84,(O59)
3n2u,1.81,2010,7.84,(D3X)
4gzp,2.30,2012,7.84,(G39)
6b96,1.88,2017,7.84,(CZV)
1a94,2.00,1999,7.85,(0Q4)
1b8y,2.00,1999,7.85,(IN7)
1cny,2.30,1995,7.85,(EG3)
1laf,2.06,1995,7.85,(ARG)
1lbf,2.05,2002,7.85,(137)
1lst,1.80,1994,7.85,(LYS)
2fle,1.90,2007,7.85,(AI)
2gv7,2.20,2006,7.85,(672)
3c84,1.94,2008,7.85,(TH4)
3dd8,1.90,2008,7.85,(2C7)
3sut,1.90,2012,7.85,(OAN)
3uw5,1.71,2012,7.85,(4-mer)
4ieh,2.10,2013,7.85,(1E9)
4mc1,1.39,2014,7.85,(526)
4pcs,1.77,2014,7.85,(2M7)
4r76,2.50,2014,7.85,(R5X)
4rak,2.04,2014,7.85,(652)
4x5r,1.65,2015,7.85,(3XO)
5e89,1.50,2016,7.85,(TD2)
5elw,1.40,2016,7.85,(5LD)
5f1h,1.82,2016,7.85,(5U6)
5hi7,2.15,2016,7.85,(62X)
5uln,1.35,2017,7.85,(8JS)
5wuk,2.03,2017,7.85,(73K)
6mja,2.35,2019,7.85,(JTJ)
4zl4,2.37,2015,7.86,(4PK)
3ccw,2.10,2008,7.87,(4HI)
1fzo,1.80,2001,7.89,(9-mer)
1h2t,2.15,2002,7.89,(GDP-7MG)
2ylc,1.30,2011,7.89,(U)
2zn7,2.10,2008,7.89,(410)
3c56,2.30,2008,7.89,(PH4)
3hig,2.09,2009,7.89,(BRN)
3rz5,1.65,2011,7.89,(RZ5)
4b5d,2.20,2012,7.89,(SW4)
4g8m,2.05,2012,7.89,(G8M)
4igt,1.24,2013,7.89,(3ZA)
4m8e,2.40,2014,7.89,(29V)
4ruy,1.14,2015,7.89,(3W6)
4ytc,2.16,2015,7.89,(4HW)
5j6l,1.75,2017,7.89,(6GC)
5lyr,1.14,2017,7.89,(2-mer)
6fnf,1.56,2018,7.89,(DXH)
3cd5,2.39,2008,7.90,(7HI)
1ajx,2.00,1997,7.91,(AH1)
5e28,1.30,2016,7.91,(BC5)
1b6j,1.85,2000,7.92,(5-mer)
2jjb,1.90,2009,7.92,(3CU+GLC)
2ovv,2.00,2007,7.92,(PFH)
3d7z,2.10,2008,7.92,(GK5)
3eft,1.85,2009,7.92,(3BS)
4a6c,1.50,2012,7.92,(QG9)
4bcn,2.10,2013,7.92,(T9N)
4cws,2.30,2014,7.92,(G3R)
4hbm,1.90,2012,7.92,(0Y7)
4hge,2.30,2012,7.92,(15V)
4phu,2.33,2014,7.92,(2YB)
4rux,1.14,2015,7.92,(3W3)
5e1s,2.26,2015,7.92,(5JA)
5f63,1.45,2017,7.92,(5W2)
5i1q,1.50,2016,7.92,(67C)
5jy3,2.40,2016,7.92,(6OX)
6nv7,2.13,2019,7.92,(L3J)
3daz,1.60,2009,7.93,(MZM)
2ewa,2.10,2006,7.94,(SB2)
6en5,1.75,2017,7.94,(BJ2)
6hai,2.20,2018,7.94,(FWW)
3t85,2.40,2011,7.95,(SG7)
4b7j,2.42,2012,7.95,(G39)
4knj,2.00,2013,7.95,(E1F)
5n1r,1.30,2017,7.95,(8GH)
5nap,2.17,2018,7.95,(DZ7)
6s4t,2.00,2019,7.95,(KVB)
1epo,2.00,1994,7.96,(2Z3)
1g2k,1.95,2001,7.96,(NM1)
1hvh,1.80,1998,7.96,(Q82)
1o3f,1.55,2003,7.96,(696)
1qxl,2.25,2004,7.96,(FR8)
2e1w,2.50,2006,7.96,(FR6)
2p3a,1.75,2007,7.96,(3TL)
2qe4,2.40,2007,7.96,(JJ3)
2x8z,1.98,2010,7.96,(X8Z)
3a5y,1.90,2010,7.96,(KAA)
3bgq,2.00,2007,7.96,(VX2)
3ekw,1.60,2009,7.96,(DR7)
3iww,2.30,2009,7.96,(YZE)
3mhc,1.70,2010,7.96,(ARZ)
3r4p,1.70,2011,7.96,(FU7)
3uuo,2.11,2012,7.96,(0CV)
4ap7,1.80,2012,7.96,(F47)
4k3n,2.00,2013,7.96,(1OT)
4ngp,1.63,2014,7.96,(J31)
4r59,1.65,2014,7.96,(3J3)
4y79,2.10,2015,7.96,(4O6)
5n84,2.30,2017,7.96,(8Q5)
5ta2,1.48,2017,7.96,(78X)
6iiu,2.50,2018,7.96,(A8X)
3oyq,1.47,2011,7.99,(OYQ)
4z07,2.50,2016,7.99,(PCG)
5n1s,1.30,2017,7.99,(8GE)
5nxp,1.25,2018,7.99,(9DH)
1a4k,2.40,1998,8.00,(FRA)
1b57,2.00,2000,8.00,(PGH)
1dqn,1.75,2000,8.00,(IMU)
1fkg,2.00,1994,8.00,(SB3)
1gaf,1.95,1996,8.00,(NPE)
1gai,1.70,1996,8.00,(GAC)
1qin,2.00,1999,8.00,(GIP)
1r0p,1.80,2003,8.00,(KSA)
1rmz,1.34,2004,8.00,(NGH)
1tkb,2.30,1994,8.00,(N1T)
1vyg,2.40,2004,8.00,(ACD)
1xws,1.80,2004,8.00,(BI1)
1ypg,1.80,2006,8.00,(UIR)
2e94,2.18,2007,8.00,(364)
2hah,1.70,2007,8.00,(3TL)
2vnt,2.20,2008,8.00,(QGG)
2vwn,1.61,2009,8.00,(H25)
2xbw,1.72,2010,8.00,(455)
3b92,2.00,2007,8.00,(440)
3cyx,1.20,2008,8.00,(ROC)
3e92,2.00,2008,8.00,(G6A)
3fur,2.30,2009,8.00,(Z12)
3gkz,1.90,2009,8.00,(B40)
3gvu,2.05,2009,8.00,(STI)
3hs4,1.10,2009,8.00,(AZM)
3k97,1.95,2010,8.00,(4CD)
3oy0,1.60,2011,8.00,(OY0)
3sio,2.32,2011,8.00,(MLK)
3t0x,1.96,2012,8.00,(DIW)
3zcl,1.40,2013,8.00,(5TF)
4a6l,2.05,2012,8.00,(P43)
4ehz,2.17,2012,8.00,(JAK)
4ht0,1.60,2013,8.00,(V50)
4knm,1.90,2013,8.00,(E1E)
4mo8,1.85,2013,8.00,(2VQ)
4o2c,1.80,2014,8.00,(10-mer)
4o9v,1.90,2014,8.00,(NT4)
4poh,2.30,2014,8.00,(2VR)
4ujb,1.95,2016,8.00,(8BQ)
4zx0,1.60,2015,8.00,(5L2)
5eqy,2.50,2016,8.00,(5RA)
5zw6,2.05,2018,8.00,(6-mer)
6eq8,2.19,2018,8.00,(BQZ)
1v7a,2.50,2004,8.01,(FRC)
2cc7,1.80,2006,8.01,(LUM)
3vje,2.12,2012,8.01,(ZGA)
6gzd,2.28,2018,8.01,(LCI)
1b7h,2.00,1998,8.02,(3-mer)
2cet,1.97,2006,8.02,(PGI)
4uye,1.65,2014,8.02,(9F9)
4yes,1.50,2015,8.02,(45S)
4elf,2.30,2013,8.03,(35I)
4x5y,1.59,2015,8.03,(3XW)
5e2k,1.40,2016,8.03,(BX4)
4m2u,2.00,2013,8.04,(ETS)
5tmn,1.60,1989,8.04,(0PJ)
6k04,1.25,2019,8.04,(CQF)
1hih,2.20,1995,8.05,(C20)
1vyf,1.85,2004,8.05,(OLA)
2b9a,1.54,2005,8.05,(FBC)
2bqv,2.10,2005,8.05,(A1A)
2jkh,1.25,2009,8.05,(BI7)
2xc4,1.67,2010,8.05,(IVK)
2xxt,1.90,2011,8.05,(KAI)
2y80,1.90,2011,8.05,(439)
3ag9,2.00,2010,8.05,(A02)
3ml2,1.80,2011,8.05,(SU0)
3u8l,2.32,2011,8.05,(09Q)
4b8y,1.90,2012,8.05,(6-mer)
4hdb,1.49,2013,8.05,(G52)
4q19,2.09,2014,8.05,(2XL)
4rfd,1.63,2015,8.05,(3O5)
5cxa,1.30,2016,8.05,(55L)
5i9z,1.70,2016,8.05,(627)
5ld8,2.13,2016,8.05,(6U5)
5upe,1.93,2017,8.05,(8HY)
5xvg,2.10,2018,8.05,(8FX)
6d56,1.68,2018,8.05,(FVM)
6gxe,1.30,2019,8.05,(FFH)
3dbu,1.70,2009,8.06,(D8W)
6evr,1.50,2018,8.06,(BZW)
3vbd,1.05,2012,8.07,(0FZ)
5jfu,1.70,2016,8.07,(6KQ)
1siv,2.50,1994,8.08,(PSI)
3ifl,1.50,2009,8.08,(7-mer)
2rkg,1.80,2008,8.09,(AB1)
2yfx,1.70,2011,8.09,(VGH)
3hub,2.25,2010,8.09,(469)
3tu7,2.49,2011,8.09,(0BM)
4elh,2.10,2013,8.09,(53I/53J)
4loy,1.77,2014,8.09,(6XS)
5n6s,2.10,2017,8.09,(8P5)
6b59,1.64,2018,8.09,(CQS)
1erb,1.90,1994,8.10,(ETR)
1fzj,1.90,2001,8.10,(8-mer)
1ghy,1.85,2002,8.10,(121)
1stc,2.30,1998,8.10,(STU)
1ype,1.81,2006,8.10,(UIP)
2cf8,1.30,2006,8.10,(ESH)
2e9u,2.00,2008,8.10,(A25)
2pvj,1.70,2008,8.10,(P44)
2vvu,2.30,2009,8.10,(H22)
3f15,1.70,2008,8.10,(HS1)
3kr8,2.10,2009,8.10,(XAV)
3nx7,1.80,2010,8.10,(NHK)
4poj,2.00,2014,8.10,(2VP)
4r74,1.93,2015,8.10,(F6P)
5i3x,1.85,2016,8.10,(68J)
5m7u,2.30,2017,8.10,(XHA)
6ftf,1.09,2019,8.10,(7CI)
6gwr,2.07,2018,8.10,(FEW)
6ma5,2.00,2018,8.10,(J9V)
1ndz,2.00,2003,8.11,(FR5)
1nvr,1.80,2003,8.11,(STU)
2pq9,1.60,2008,8.11,(GG9)
3fv2,1.50,2010,8.11,(NDZ)
4cp7,1.80,2014,8.11,(9MW)
4v01,2.33,2014,8.11,(0LI)
4z1j,1.27,2015,8.11,(4KC)
6h38,1.70,2018,8.11,(FKK)
1o5r,2.35,2004,8.12,(FR9)
2yi0,1.60,2012,8.12,(YI0)
6dil,1.48,2018,8.12,(TPV)
6dj2,1.36,2018,8.12,(AB1)
2yk1,1.85,2011,8.13,(NCT)
4pop,2.20,2014,8.13,(2VY)
1g35,1.80,2001,8.14,(AHF)
1yqj,2.00,2005,8.14,(6NP)
3b4f,1.89,2008,8.14,(TUO)
3ljz,2.00,2011,8.14,(LA3)
3ryx,1.60,2011,8.14,(RYX)
4buq,2.20,2014,8.14,(KGM)
4isi,1.94,2013,8.14,(1GG)
6dj5,1.75,2018,8.14,(G52)
1fkh,1.95,1994,8.15,(SBX)
1w5v,1.80,2004,8.15,(BE3)
2d1n,2.37,2006,8.15,(FA4)
2fxu,1.35,2006,8.15,(BID)
2jf4,2.20,2007,8.15,(VDM)
2q1q,1.90,2007,8.15,(OSP)
3bu1,1.40,2008,8.15,(HSM)
3d8w,1.70,2009,8.15,(D8W)
3i4b,2.30,2010,8.15,(Z48)
3nxq,1.99,2010,8.15,(RX4)
4eo8,1.80,2012,8.15,(0S3)
4loo,1.95,2013,8.15,(SB4)
4ly9,2.35,2013,8.15,(1YY)
5jxq,1.20,2016,8.15,(6OK)
5tkj,2.12,2018,8.15,(8-mer)
5vo1,2.45,2017,8.15,(9FS)
6qgh,2.00,2019,8.15,(1XJ)
4elg,2.10,2013,8.16,(52I/52J)
3rz8,1.70,2011,8.17,(RZ8)
4q09,1.20,2015,8.17,(V14)
4z0q,1.45,2015,8.17,(4K9)
5f62,1.35,2017,8.17,(5W1)
2f80,1.45,2006,8.18,(017)
3l3n,2.30,2010,8.18,(LSW)
2r59,1.89,2008,8.19,(PH0)
3hit,2.29,2009,8.19,(DYN)
3roc,1.70,2011,8.19,(29A)
4mc2,1.56,2014,8.19,(525)
5aa9,1.93,2016,8.19,(5P8)
5acy,2.01,2015,8.19,(9S3)
5fl5,2.05,2015,8.19,(82E)
5m25,2.43,2017,8.19,(7DU)
5n1z,1.81,2017,8.19,(8GQ)
5zkc,2.30,2018,8.19,(3C0)
6ayq,1.42,2018,8.19,(TDI)
6nv9,2.13,2019,8.19,(L3M)
2jds,2.00,2007,8.20,(L20)
4gg7,2.27,2012,8.20,(0J8)
5exm,2.09,2016,8.20,(5ST)
5zo8,2.20,2018,8.20,(4C5)
4x5p,1.00,2015,8.21,(3XJ)
5fto,2.22,2016,8.21,(YMX)
5wmg,1.19,2018,8.21,(6JF)
1efy,2.20,2001,8.22,(BZC)
1h1s,2.00,2002,8.22,(4SP)
1w11,2.00,2008,8.22,(SK1)
2vvv,1.73,2009,8.22,(H21)
2zcs,2.03,2008,8.22,(B70)
3d1y,1.05,2008,8.22,(ROC)
3l3m,2.50,2010,8.22,(A92)
3le9,1.85,2010,8.22,(727)
3v5t,2.13,2012,8.22,(UW9)
3zbx,2.20,2013,8.22,(6XE)
4h3g,1.85,2012,8.22,(10Q)
4hym,1.90,2013,8.22,(CJC)
4lko,2.43,2013,8.22,(1WH)
5amg,1.55,2015,8.22,(IW7)
5fck,1.86,2016,8.22,(5WC)
5k8s,1.15,2016,8.22,(CMP)
6det,1.75,2019,8.22,(ARG)
6fni,1.47,2018,8.22,(DXH)
6r8o,1.36,2019,8.22,(JV2)
3e5a,2.30,2008,8.23,(VX6)
3f16,1.16,2008,8.23,(HS3)
4kfq,2.20,2013,8.23,(KFQ)
1ydb,1.90,1995,8.24,(AZM)
3hll,1.95,2009,8.24,(I45)
4rfc,1.65,2015,8.24,(3O1)
4x6m,2.40,2015,8.24,(3Y3)
4z1e,2.01,2015,8.24,(DF5)
6b5q,2.16,2018,8.24,(5-mer)
6g34,1.76,2018,8.24,(5ID)
1c1u,1.75,2000,8.25,(BAI)
1g4o,1.96,2000,8.25,(BSB)
1nvq,2.00,2003,8.25,(UCN)
2pbw,2.50,2007,8.25,(DOQ)
3ug2,2.50,2012,8.25,(IRE)
6cpw,1.85,2018,8.25,(F8V)
2e2r,1.60,2007,8.26,(2OH)
5j86,1.87,2017,8.26,(6GW)
6gzm,1.59,2018,8.26,(LCI)
1wuq,2.00,2005,8.27,(8GT)
2cbj,2.35,2006,8.27,(OAN)
3hek,1.95,2009,8.27,(BD0)
4cps,1.55,2014,8.27,(1T8)
4djy,1.86,2012,8.27,(0KR)
3tt4,1.88,2012,8.28,(E1S)
4oc2,1.65,2014,8.28,(2QQ)
4oc3,1.79,2014,8.28,(2QP)
5qqp,2.08,2019,8.28,(NR7)
5tkk,1.55,2018,8.28,(8-mer)
6mqc,1.99,2019,8.28,(8-mer)
1a28,1.80,1998,8.29,(STR)
4bj8,2.40,2013,8.29,(BTN)
6ayo,1.67,2018,8.29,(C1Y)
6o95,1.77,2019,8.29,(LSV)
1b6l,1.75,2000,8.30,(PI4)
1qbq,2.40,1999,8.30,(HFP)
1tom,1.80,1997,8.30,(MIN)
2cen,1.70,2007,8.30,(4AH)
2pvk,1.90,2008,8.30,(P45)
2rd6,2.30,2008,8.30,(78P)
2v7a,2.50,2007,8.30,(627)
2v95,1.93,2007,8.30,(HCY)
3fqe,2.50,2009,8.30,(P5C)
3gjw,2.30,2010,8.30,(GJW)
3hku,1.80,2009,8.30,(TOR)
3hvi,1.20,2009,8.30,(619)
3jy0,2.40,2009,8.30,(LYG)
3zps,1.55,2013,8.30,(EQM)
4afg,2.00,2012,8.30,(QMR)
4cwr,2.00,2014,8.30,(HAJ)
4o0b,1.93,2014,8.30,(2QA)
5j8z,1.70,2016,8.30,(FC4)
5khm,1.48,2016,8.30,(XNH)
6ma3,2.00,2018,8.30,(JAJ)
3dc3,1.70,2009,8.31,(AZM)
5nxo,1.20,2018,8.31,(9HK)
6qav,2.05,2019,8.31,(HVH)
2gj5,2.40,2007,8.32,(VD3)
2yi7,1.40,2012,8.32,(BZ8)
4gih,2.00,2013,8.32,(0X5)
4jwk,1.87,2013,8.32,(CTN)
4pee,1.95,2014,8.32,(2OX)
5c2a,2.00,2015,8.32,(4Y2)
5czm,1.30,2016,8.32,(R47)
1hwr,1.80,1999,8.33,(216)
4z1k,1.35,2015,8.33,(4KB)
1bzy,2.00,1999,8.34,(IMU)
2qci,1.20,2008,8.34,(065)
2xye,2.00,2011,8.34,(CXG)
3npc,2.35,2010,8.34,(B96)
5ime,2.22,2016,8.34,(6BZ)
6g39,1.45,2018,8.34,(5ID)
1h23,2.15,2002,8.35,(E12)
2uwd,1.90,2007,8.35,(2GG)
3nu5,1.29,2010,8.35,(478)
4bf6,1.82,2014,8.35,(X0Q)
4yml,1.75,2015,8.35,(4F0)
5edl,1.95,2016,8.35,(VIB)
1d4j,1.81,2002,8.36,(MSC)
3d83,1.90,2008,8.36,(GK6)
3kek,1.97,2010,8.36,(3EK)
3r7o,2.30,2012,8.36,(M61)
4e6q,1.95,2012,8.36,(0NV)
2nmz,0.97,2007,8.37,(ROC)
3t1a,2.40,2011,8.37,(5MA)
4bao,1.87,2013,8.37,(MVF)
4v24,1.80,2014,8.37,(GYR)
6n7a,1.33,2019,8.37,(KEV)
1k21,1.86,2002,8.38,(IGN)
1mu6,1.99,2004,8.38,(CDA)
3qkd,2.02,2011,8.38,(HI0)
3zpu,1.80,2013,8.38,(M8B)
4a6b,1.80,2012,8.38,(QG8)
5d21,1.90,2015,8.38,(56N)
6g3a,1.43,2018,8.38,(5ID)
1lzq,2.20,2003,8.39,(0ZQ)
6ayr,1.95,2018,8.39,(BIG)
1aaq,2.50,1994,8.40,(PSI)
1fd0,1.38,2002,8.40,(254)
1fq5,2.40,2000,8.40,(0GM)
1fzk,1.70,2001,8.40,(9-mer)
1k22,1.93,2002,8.40,(MEL)
1mtr,1.75,1996,8.40,(PI6)
1w5x,1.90,2004,8.40,(BE5)
1z1h,1.85,2005,8.40,(HBB)
1zpa,2.02,2005,8.40,(A83)
2al5,1.65,2005,8.40,(FWD)
2baj,2.25,2005,8.40,(1PP)
2j95,2.01,2007,8.40,(GSX)
2ovy,1.80,2007,8.40,(PFJ)
2qbp,2.50,2008,8.40,(527)
2uwl,1.90,2007,8.40,(895)
2vsl,2.10,2008,8.40,(4-mer)
2y82,2.20,2011,8.40,(930)
2zda,1.73,2008,8.40,(32U)
3b68,1.90,2008,8.40,(B68)
3d0e,2.00,2008,8.40,(G93)
3el9,1.60,2009,8.40,(DR7)
3qxv,2.50,2011,8.40,(MTX)
3str,1.75,2011,8.40,(3LI)
3sww,2.00,2011,8.40,(KXB)
3zxz,1.80,2011,8.40,(KRW)
4aoi,1.90,2012,8.40,(4K0)
4bck,2.05,2013,8.40,(T3E)
4nh7,2.00,2014,8.40,(E0G)
4ual,1.71,2014,8.40,(3FV)
5g57,1.73,2017,8.40,(6M5)
5org,1.99,2017,8.40,(6DB)
6g2s,2.20,2019,8.40,(EJN)
6gue,1.99,2018,8.40,(FB8)
1e4h,1.80,2000,8.41,(PBR)
1g48,1.86,2000,8.41,(F6B)
1i9p,1.92,2001,8.41,(IOE)
1w96,1.80,2005,8.41,(S1A)
1bwb,1.80,1998,8.42,(146)
4ksy,1.88,2013,8.42,(1SY)
